text,clean_text,labels
"Метки: 0 1 0 0 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
1

Кто лучше",метки 0 1 0 0 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 кто лучше,0 1 0 0 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

2.2.",метки 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 2 2,1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0
"Метки: 0 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:





",метки 0 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему,0 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 1 1 0
"Метки: 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
В какой области можно развивать",метки 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему в какой области можно развивать,1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0
"Метки: 0 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
- К сожалению, я",метки 0 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему к сожалению я,0 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 1 1 0
"Метки: 0 1 0 1 0 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:




«",метки 0 1 0 1 0 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему,0 1 0 1 0 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1
"Метки: 1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
1 1 0 0 1",метки 1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 1 0 0 1,1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 0 0 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Памятник,",метки 1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему памятник,1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0
"Метки: 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

1) Не очень",метки 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 не очень,1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 0
"Метки: 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
1. &nbsp;",метки 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 nbsp,1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 1 1 1 0
"Метки: 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
1 1 0 0 0",метки 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 1 0 0 0,1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

1. [1",метки 1 1 0 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 1,1 1 0 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 0
"Метки: 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



1.",метки 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1,1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0
"Метки: 1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 1 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Планшет 1",метки 1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 1 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему планшет 1,1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 1 0 1 1 0
"Метки: 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 0 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

  – &#",метки 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 0 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему,1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 0 1 0
"Метки: 0 1 0 0 1 0 0 0 1 1 1 0 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:




В",метки 0 1 0 0 1 0 0 0 1 1 1 0 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему в,0 1 0 0 1 0 0 0 1 1 1 0 1 1 1 0 1 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 0 0 0 1 1 0 1 1 0 1 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



Обра",метки 1 1 0 0 1 0 0 1 1 0 0 0 1 1 0 1 1 0 1 1 напиши короткий связный текст по русски 2 3 предложения на эту тему обра,1 1 0 0 1 0 0 1 1 0 0 0 1 1 0 1 1 0 1 1
"Метки: 1 1 0 0 1 0 0 1 1 0 0 0 1 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:


Связку",метки 1 1 0 0 1 0 0 1 1 0 0 0 1 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему связку,1 1 0 0 1 0 0 1 1 0 0 0 1 1 1 1 1 1 1 0
"Метки: 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:





",метки 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему,0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 1
"Метки: 1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
Классический - Это",метки 1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему классический это,1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 0
"Метки: 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
АВТОШКО",метки 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему автошко,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1
"Метки: 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
&nbsp;&nbsp;&",метки 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему nbsp nbsp,1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0
"Метки: 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Скажите, что",метки 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему скажите что,0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0
"Метки: 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:





",метки 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему,1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:


1 0 1",метки 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 0 1,1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Одеса
",метки 1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему одеса,1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0
"Метки: 0 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



335",метки 0 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 335,0 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 1 0 0 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



Огром",метки 1 1 0 0 1 0 0 1 1 1 0 0 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему огром,1 1 0 0 1 0 0 1 1 1 0 0 1 1 1 0 1 1 1 0
"Метки: 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 1 1 1 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
Валерий, да",метки 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 1 1 1 1 напиши короткий связный текст по русски 2 3 предложения на эту тему валерий да,1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 1 1 1 1
"Метки: 1 1 0 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
1 1 1 1 1",метки 1 1 0 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 1 1 1 1,1 1 0 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 0
"Метки: 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



read more",метки 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему read more,0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0
"Метки: 0 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
Темы: 1.",метки 0 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему темы 1,0 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0
"Метки: 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Стихотворение",метки 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему стихотворение,1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0
"Метки: 1 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Учителям по",метки 1 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему учителям по,1 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 1 0 0 1
"Метки: 1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



Ори",метки 1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему ори,1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1
"Метки: 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:





",метки 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему,1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0
"Метки: 1 0 0 0 0 0 0 1 1 0 1 1 0 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

1 0 0 0",метки 1 0 0 0 0 0 0 1 1 0 1 1 0 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 0 0 0,1 0 0 0 0 0 0 1 1 0 1 1 0 1 1 1 1 1 1 0
"Метки: 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Кому нужно сдать",метки 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему кому нужно сдать,0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0
"Метки: 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:




3",метки 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 3,1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 0
"Метки: 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Как вы можете понять",метки 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему как вы можете понять,0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 1
"Метки: 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:


Как правильно поставить",метки 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему как правильно поставить,1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Что это значит??",метки 1 1 0 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему что это значит,1 1 0 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0
"Метки: 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:




В",метки 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему в,1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1
"Метки: 1 1 0 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

1.&nbsp",метки 1 1 0 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 nbsp,1 1 0 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0
"Метки: 1 0 0 0 0 0 0 1 0 0 1 1 0 1 1 1 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:




Л",метки 1 0 0 0 0 0 0 1 0 0 1 1 0 1 1 1 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему л,1 0 0 0 0 0 0 1 0 0 1 1 0 1 1 1 0 1 1 0
"Метки: 0 1 0 0 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
&quot;Провер",метки 0 1 0 0 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему quot провер,0 1 0 0 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 0
"Метки: 0 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



Я очень",метки 0 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему я очень,0 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0
"Метки: 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:





",метки 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему,0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1
"Метки: 0 1 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
1. - Задать",метки 0 1 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 задать,0 1 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1
"Метки: 1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:





",метки 1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему,1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0
"Метки: 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
1. - Я хочу",метки 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 я хочу,0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0 1
"Метки: 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



&quot",метки 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему quot,1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 0
"Метки: 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



1 1",метки 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 1,1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1
"Метки: 1 1 0 0 0 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

«Наполе",метки 1 1 0 0 0 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему наполе,1 1 0 0 0 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:




На",метки 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему на,1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 0
"Метки: 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

А Вы тоже умеете",метки 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему а вы тоже умеете,1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1
"Метки: 0 1 0 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Какие бывают марки",метки 0 1 0 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему какие бывают марки,0 1 0 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 0
"Метки: 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



— ",метки 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему,0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0
"Метки: 0 1 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Дальше надо писать",метки 0 1 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему дальше надо писать,0 1 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 0
"Метки: 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

А.&nbsp",метки 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему а nbsp,0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
"Метки: 0 0 0 0 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



А.",метки 0 0 0 0 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему а,0 0 0 0 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
1-3 4-",метки 1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему 1 3 4,1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0
"Метки: 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



Допол",метки 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему допол,1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 0 1
"Метки: 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:



Заг",метки 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему заг,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 1
"Метки: 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
Как не испортить подарок?",метки 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему как не испортить подарок,0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1
"Метки: 0 0 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

- &laqu",метки 0 0 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему laqu,0 0 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1
"Метки: 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
Правила дорожного движения,",метки 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему правила дорожного движения,1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 0
"Метки: 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:





",метки 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему,1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0
"Метки: 0 1 0 0 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

— «Как бы",метки 0 1 0 0 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему как бы,0 1 0 0 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 0
"Метки: 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:

Кем бы ты",метки 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 напиши короткий связный текст по русски 2 3 предложения на эту тему кем бы ты,0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1
"Метки: 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 0. Напиши короткий связный текст по-русски (2-3 предложения) на эту тему:
Сила есть, и",метки 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 0 напиши короткий связный текст по русски 2 3 предложения на эту тему сила есть и,0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 0
